taxon	host_feature	host_feature_collection	primary_CLR_direction	rCLR_direction	direction_agreement	coefficient_range	FDR_range	sample_exclusion_stability	contamination_exclusion_stability	TRANSFORMATION_SENSITIVE_MECHANISM
Cutibacterium	NFYB	DoRothEA_VIPER	positive	negative	FALSE	-0.039228974682058;0.106136334080675	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	NR2F1	DoRothEA_VIPER	negative	positive	FALSE	-0.325554012853534;0.301618679467383	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	NRF1	DoRothEA_VIPER	negative	positive	FALSE	-0.0663752679177702;0.0407801294983425	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ONECUT1	DoRothEA_VIPER	positive	negative	FALSE	-0.0189558254047296;0.323528464201621	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	OTX2	DoRothEA_VIPER	positive	positive	TRUE	0.000948504780607598;0.26733069036681	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	PDX1	DoRothEA_VIPER	positive	negative	FALSE	-0.130223616684117;0.430412978637181	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	POU2F1	DoRothEA_VIPER	positive	negative	FALSE	-0.107262520680951;0.207643365965498	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	POU4F2	DoRothEA_VIPER	positive	negative	FALSE	-0.0788592101674407;0.439160204425917	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	PRDM1	DoRothEA_VIPER	positive	negative	FALSE	-0.0246156374066421;0.143708327646805	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	RFX2	DoRothEA_VIPER	negative	positive	FALSE	-0.0771885468012717;0.0426771818148222	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	SIX5	DoRothEA_VIPER	negative	positive	FALSE	-0.10346762393684;0.0530489522219725	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	SMAD1	DoRothEA_VIPER	positive	negative	FALSE	-0.0906903339791223;0.146099670675293	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	SNAI2	DoRothEA_VIPER	positive	negative	FALSE	-0.159042186967873;0.418762676809514	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	SNAPC4	DoRothEA_VIPER	negative	positive	FALSE	-0.170489274585317;0.0511026240690204	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	SOX10	DoRothEA_VIPER	positive	negative	FALSE	-0.0369708864432059;0.167494093642507	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	SOX11	DoRothEA_VIPER	positive	positive	TRUE	0.00673583592177029;0.199620099850945	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	SOX6	DoRothEA_VIPER	positive	negative	FALSE	-0.0599925463215083;0.253450796503327	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	SP1	DoRothEA_VIPER	negative	positive	FALSE	-0.426639674389311;0.0692925091947542	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	SP4	DoRothEA_VIPER	positive	positive	TRUE	0.00804507756601695;0.086009555559266	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	SPI1	DoRothEA_VIPER	positive	negative	FALSE	-0.497568286027515;0.970923852772247	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	SPIB	DoRothEA_VIPER	positive	negative	FALSE	-0.169779969967059;0.317493421705231	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	STAT1	DoRothEA_VIPER	positive	negative	FALSE	-0.0462046061344351;0.376045361488144	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	STAT5A	DoRothEA_VIPER	positive	negative	FALSE	-0.0914120300556413;0.727344955953161	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	STAT5B	DoRothEA_VIPER	positive	negative	FALSE	-0.116540147517731;0.415553511089936	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	TBP	DoRothEA_VIPER	negative	positive	FALSE	-0.0937866051927779;0.012379301094682	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	TBX21	DoRothEA_VIPER	positive	negative	FALSE	-0.290738206924694;0.498927327773857	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	TCF7	DoRothEA_VIPER	positive	negative	FALSE	-0.13080316709309;0.393076407644741	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	TEAD4	DoRothEA_VIPER	negative	positive	FALSE	-0.303286918245903;0.140723472573059	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	TFAP4	DoRothEA_VIPER	negative	positive	FALSE	-0.220794631071373;0.104042815051784	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	TP63	DoRothEA_VIPER	negative	positive	FALSE	-0.328052485273725;0.0949767662158811	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	TWIST1	DoRothEA_VIPER	negative	negative	TRUE	-0.126971292351746;-0.0435399883371008	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	VDR	DoRothEA_VIPER	negative	negative	TRUE	-0.11356610104508;-0.00127708791763631	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	WT1	DoRothEA_VIPER	positive	negative	FALSE	-0.0482715106538654;0.161466886954274	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ZBTB11	DoRothEA_VIPER	positive	negative	FALSE	-0.0244839251922207;0.140595540311318	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ZBTB7A	DoRothEA_VIPER	positive	negative	FALSE	-0.112034628192303;0.272295895427202	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ZEB2	DoRothEA_VIPER	negative	positive	FALSE	-0.821158525977322;0.272421314337303	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ZFX	DoRothEA_VIPER	positive	negative	FALSE	-0.038322210433262;0.0858093923868016	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ZNF24	DoRothEA_VIPER	positive	negative	FALSE	-0.0710885241832359;0.193669179760427	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ZNF274	DoRothEA_VIPER	negative	negative	TRUE	-0.0803769041361053;-0.0420759572679787	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ZNF639	DoRothEA_VIPER	negative	positive	FALSE	-0.110120199210417;0.031448740277157	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Cutibacterium	ZNF740	DoRothEA_VIPER	negative	positive	FALSE	-0.127211665633511;0.0488230776049371	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Chryseobacterium	BACH1	DoRothEA_VIPER	positive	negative	FALSE	-0.0871570236656167;0.0733767965564862	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Chryseobacterium	CUX1	DoRothEA_VIPER	negative	positive	FALSE	-0.0757530051723886;0.0116096369623359	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Chryseobacterium	HNF1B	DoRothEA_VIPER	negative	positive	FALSE	-0.197911305106777;0.186753342451959	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Chryseobacterium	LEF1	DoRothEA_VIPER	negative	negative	TRUE	-0.119714557089393;-0.0091000286379425	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Chryseobacterium	SMAD1	DoRothEA_VIPER	negative	positive	FALSE	-0.166152962818741;0.12642136765633	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Chryseobacterium	SP4	DoRothEA_VIPER	negative	positive	FALSE	-0.0636090569535379;0.0438635219629675	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Chryseobacterium	TCF7L2	DoRothEA_VIPER	negative	negative	TRUE	-0.0723439066884115;-0.0138224907034886	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	ARID3A	DoRothEA_VIPER	positive	positive	TRUE	0.105341660397113;0.120815255349941	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	ARNT	DoRothEA_VIPER	positive	positive	TRUE	0.222796876311114;0.262918974882846	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	ATF3	DoRothEA_VIPER	negative	negative	TRUE	-0.0885503533674583;-0.0610407401990134	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	ATF4	DoRothEA_VIPER	positive	positive	TRUE	0.135132847848049;0.14566991674508	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	BACH1	DoRothEA_VIPER	positive	positive	TRUE	0.11321923784923;0.128538410518367	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	BHLHE40	DoRothEA_VIPER	negative	negative	TRUE	-0.324380697834423;-0.302427739555027	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	CEBPG	DoRothEA_VIPER	negative	negative	TRUE	-0.140229717838523;-0.127237313125999	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	CREB3L1	DoRothEA_VIPER	positive	positive	TRUE	0.0899878324346905;0.133900678162421	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	CTCFL	DoRothEA_VIPER	positive	positive	TRUE	0.23601899928868;0.255580262291525	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	DUX4	DoRothEA_VIPER	negative	negative	TRUE	-0.220576129803262;-0.188306446611129	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	E2F6	DoRothEA_VIPER	negative	negative	TRUE	-0.224331799892051;-0.215359630898731	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	EHF	DoRothEA_VIPER	positive	positive	TRUE	0.208049464235924;0.250285354750666	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	ELF1	DoRothEA_VIPER	positive	positive	TRUE	0.0747280963923931;0.0841608116297972	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	EOMES	DoRothEA_VIPER	negative	negative	TRUE	-0.312653120165135;-0.254190442253878	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	FOXJ2	DoRothEA_VIPER	negative	negative	TRUE	-0.226414460577762;-0.171251351375888	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	FOXK2	DoRothEA_VIPER	positive	positive	TRUE	0.165225017081576;0.174392431992206	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	FOXM1	DoRothEA_VIPER	negative	negative	TRUE	-0.308421372241469;-0.24055954853011	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	GABPA	DoRothEA_VIPER	negative	negative	TRUE	-0.0503533802460243;-0.0388792492939045	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	GATA3	DoRothEA_VIPER	negative	negative	TRUE	-0.261463522593869;-0.22200239485689	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	GATA6	DoRothEA_VIPER	negative	negative	TRUE	-0.196775185298567;-0.160209981428469	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	GFI1B	DoRothEA_VIPER	positive	positive	TRUE	0.101674581186082;0.119839311364561	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	GLI2	DoRothEA_VIPER	positive	positive	TRUE	0.0733193752288566;0.0757738571242652	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	GRHL2	DoRothEA_VIPER	positive	positive	TRUE	0.566177741856305;0.60704602418343	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	HBP1	DoRothEA_VIPER	positive	positive	TRUE	0.0916021523617295;0.100361059220439	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	HNF1B	DoRothEA_VIPER	negative	negative	TRUE	-0.309697555222316;-0.262961381369265	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	HNF4A	DoRothEA_VIPER	negative	negative	TRUE	-0.250128164950551;-0.168601009627325	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	HOXA9	DoRothEA_VIPER	negative	negative	TRUE	-0.101874265809323;-0.0823650258261999	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	HOXB13	DoRothEA_VIPER	negative	negative	TRUE	-0.275712592473443;-0.22615787723468	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	IKZF1	DoRothEA_VIPER	negative	negative	TRUE	-0.238637091114175;-0.222674388884919	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	IRF3	DoRothEA_VIPER	positive	positive	TRUE	0.303347301207219;0.318685794512612	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	JUNB	DoRothEA_VIPER	positive	positive	TRUE	0.130627465301523;0.154003319806556	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	KDM5B	DoRothEA_VIPER	positive	positive	TRUE	0.139308266159868;0.156109210769275	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	KLF1	DoRothEA_VIPER	positive	positive	TRUE	0.191625568618747;0.221097187945962	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	KLF13	DoRothEA_VIPER	negative	negative	TRUE	-0.23161198391217;-0.18537236052995	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	KLF5	DoRothEA_VIPER	positive	positive	TRUE	0.564098425179706;0.625190506876734	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	KLF6	DoRothEA_VIPER	positive	positive	TRUE	0.0849297828289597;0.111381699531238	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	KLF9	DoRothEA_VIPER	positive	positive	TRUE	0.276091683399439;0.357692361510669	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	MAFF	DoRothEA_VIPER	negative	negative	TRUE	-0.391406203871053;-0.328917191884415	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	MAZ	DoRothEA_VIPER	positive	positive	TRUE	0.10378796784828;0.121297990860549	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	MBD1	DoRothEA_VIPER	negative	negative	TRUE	-0.325854850489745;-0.308595005766002	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	MBD2	DoRothEA_VIPER	positive	positive	TRUE	0.217394493825332;0.23085267891686	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	MEF2A	DoRothEA_VIPER	negative	negative	TRUE	-0.725107495738556;-0.591870527826718	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	MEF2C	DoRothEA_VIPER	negative	negative	TRUE	-0.286001704078615;-0.243529409894606	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	MEIS1	DoRothEA_VIPER	negative	negative	TRUE	-0.238234862683419;-0.192772280225934	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	MEIS2	DoRothEA_VIPER	negative	negative	TRUE	-0.268481704579908;-0.220506900044685	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	MITF	DoRothEA_VIPER	negative	negative	TRUE	-0.191291864285561;-0.171439630526029	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	MNT	DoRothEA_VIPER	negative	negative	TRUE	-0.362559060567834;-0.337602734777626	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	MXI1	DoRothEA_VIPER	negative	negative	TRUE	-0.225462040502885;-0.214146644867126	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	NANOG	DoRothEA_VIPER	negative	negative	TRUE	-0.171154358438961;-0.148748521837882	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	NCOA3	DoRothEA_VIPER	negative	negative	TRUE	-0.115746136688364;-0.0752112408994389	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	NFATC1	DoRothEA_VIPER	negative	negative	TRUE	-0.212233684381373;-0.177593559176719	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	NFKB2	DoRothEA_VIPER	negative	negative	TRUE	-0.0861688302274546;-0.08157672900595	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	NRF1	DoRothEA_VIPER	positive	positive	TRUE	0.0774024323299822;0.0952508235949719	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	ONECUT1	DoRothEA_VIPER	negative	negative	TRUE	-0.336301519709902;-0.283081362760168	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	OTX2	DoRothEA_VIPER	negative	negative	TRUE	-0.305626880468915;-0.266663133468449	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	PDX1	DoRothEA_VIPER	negative	negative	TRUE	-0.428150832616532;-0.323262538431263	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	POU4F2	DoRothEA_VIPER	negative	negative	TRUE	-0.392958261306008;-0.318640090739615	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	POU5F1	DoRothEA_VIPER	negative	negative	TRUE	-0.237499567300838;-0.183468859533344	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	PRDM1	DoRothEA_VIPER	negative	negative	TRUE	-0.169225011934021;-0.149029645873563	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	SIX5	DoRothEA_VIPER	positive	positive	TRUE	0.13033452785017;0.143528851073704	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	SMAD4	DoRothEA_VIPER	negative	negative	TRUE	-0.15151046717528;-0.135887685166956	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	SNAI2	DoRothEA_VIPER	negative	negative	TRUE	-0.458775657762964;-0.44397566172627	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	SNAPC4	DoRothEA_VIPER	positive	positive	TRUE	0.212108458074915;0.225251510484724	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	SOX10	DoRothEA_VIPER	negative	negative	TRUE	-0.167428629157628;-0.137937481126521	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	SOX11	DoRothEA_VIPER	negative	negative	TRUE	-0.226658721135151;-0.187762634612809	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	SOX6	DoRothEA_VIPER	negative	negative	TRUE	-0.266323685588065;-0.23335039567601	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	SP1	DoRothEA_VIPER	positive	positive	TRUE	0.165364850475863;0.352139624976789	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	SP3	DoRothEA_VIPER	negative	negative	TRUE	-0.133149908079809;-0.0981740567427411	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	SPI1	DoRothEA_VIPER	negative	negative	TRUE	-0.784888538957765;-0.690357351855322	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	SPIB	DoRothEA_VIPER	negative	negative	TRUE	-0.223205055054562;-0.14352912695481	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	STAT1	DoRothEA_VIPER	negative	negative	TRUE	-0.282414693411506;-0.263437878026078	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	STAT5A	DoRothEA_VIPER	negative	negative	TRUE	-0.477326554851607;-0.431644469567105	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	STAT5B	DoRothEA_VIPER	negative	negative	TRUE	-0.234642584514722;-0.205592614680894	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	TCF4	DoRothEA_VIPER	negative	negative	TRUE	-0.221772901510804;-0.17288605085175	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	TCF7	DoRothEA_VIPER	negative	negative	TRUE	-0.337838314721418;-0.291365583030203	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	TEAD4	DoRothEA_VIPER	positive	positive	TRUE	0.314645607678561;0.330905376768112	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	TFAP4	DoRothEA_VIPER	positive	positive	TRUE	0.219529138361856;0.244986368887619	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	TGIF2	DoRothEA_VIPER	negative	negative	TRUE	-0.102795023740179;-0.0765431087987894	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	TP53	DoRothEA_VIPER	positive	positive	TRUE	0.096118660281982;0.132330243587265	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	TP63	DoRothEA_VIPER	positive	positive	TRUE	0.282801661076707;0.325469811513603	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	TP73	DoRothEA_VIPER	positive	positive	TRUE	0.039391109066916;0.0565298776678168	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	TWIST1	DoRothEA_VIPER	positive	positive	TRUE	0.108213560015879;0.12863173753561	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	USF1	DoRothEA_VIPER	negative	negative	TRUE	-0.191371141465756;-0.140730091605761	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	VDR	DoRothEA_VIPER	positive	positive	TRUE	0.117568156471521;0.138729748129742	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	ZBED1	DoRothEA_VIPER	positive	positive	TRUE	0.0803857381323022;0.0946643314549212	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	ZBTB11	DoRothEA_VIPER	negative	negative	TRUE	-0.143307695159657;-0.123953195756375	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	ZBTB7A	DoRothEA_VIPER	negative	negative	TRUE	-0.457101671750603;-0.341794051648771	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	ZEB1	DoRothEA_VIPER	negative	negative	TRUE	-0.129878482144792;-0.0969527994773731	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	ZEB2	DoRothEA_VIPER	positive	positive	TRUE	0.585425457439708;0.680028324189079	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	ZKSCAN1	DoRothEA_VIPER	positive	positive	TRUE	0.295764803438873;0.348467279385701	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	ZNF24	DoRothEA_VIPER	negative	negative	TRUE	-0.1695686384502;-0.154827435955443	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	ZNF263	DoRothEA_VIPER	negative	negative	TRUE	-0.370041961939775;-0.294266830871157	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	ZNF274	DoRothEA_VIPER	positive	positive	TRUE	0.0243560360159509;0.0759604518617122	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	TRUE
Ochrobactrum	ZNF384	DoRothEA_VIPER	positive	positive	TRUE	0.0815330593787559;0.122096992898646	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
Ochrobactrum	ZNF639	DoRothEA_VIPER	positive	positive	TRUE	0.120070632713405;0.124490140710323	q_values_reported_in_primary_tables	see_phase8b_sample_influence.tsv	TRUE	FALSE
